-5.4791027725, 64.7607899294, 0.0000000000
-5.4791027725, 64.7607899294, 0.0000000000
-5.7906981630, 64.7129836276, 0.0000000000
-5.7906981630, 64.7129836276, 0.0000000000
-6.0648331743, 64.6595994091, 0.0000000000
-6.0648331743, 64.6595994091, 0.0000000000
-6.3351863255, 64.5969947212, 0.0000000000
-6.3351863255, 64.5969947212, 0.0000000000
-6.6013955901, 64.5260288872, 0.0000000000
-6.6013955901, 64.5260288872, 0.0000000000
-6.9348265274, 64.4245422579, 0.0000000000
-6.9348265274, 64.4245422579, 0.0000000000
-7.1907981343, 64.3374123197, 0.0000000000
-7.1907981343, 64.3374123197, 0.0000000000
-7.4420973107, 64.2442922282, 0.0000000000
-7.4420973107, 64.2442922282, 0.0000000000
-7.7810932319, 64.1070621332, 0.0000000000
-7.7810932319, 64.1070621332, 0.0000000000
-8.0212258184, 64.0019523114, 0.0000000000
-8.0212258184, 64.0019523114, 0.0000000000
-8.2567251621, 63.8926236465, 0.0000000000
-8.2567251621, 63.8926236465, 0.0000000000
-8.3664748461, 63.8395850751, 0.0000000000
-8.3664748461, 63.8395850751, 0.0000000000
-8.5952761277, 63.7247883966, 0.0000000000
-8.5952761277, 63.7247883966, 0.0000000000
-8.7101406080, 63.6650208342, 0.0000000000
-8.7101406080, 63.6650208342, 0.0000000000
-8.9322698800, 63.5454231207, 0.0000000000
-8.9322698800, 63.5454231207, 0.0000000000
-9.0516303255, 63.4789838950, 0.0000000000
-9.0516303255, 63.4789838950, 0.0000000000
-9.2671581024, 63.3551919547, 0.0000000000
-9.2671581024, 63.3551919547, 0.0000000000
-9.4785454334, 63.2290250614, 0.0000000000
-9.4785454334, 63.2290250614, 0.0000000000
-9.6040669750, 63.1518911900, 0.0000000000
-9.6040669750, 63.1518911900, 0.0000000000
-9.9339879977, 62.9413169422, 0.0000000000
-9.9339879977, 62.9413169422, 0.0000000000
-10.2607241503, 62.7216355675, 0.0000000000
-10.2607241503, 62.7216355675, 0.0000000000
-10.4534212524, 62.5868950488, 0.0000000000
-10.4534212524, 62.5868950488, 0.0000000000
-10.7745308977, 62.3538371432, 0.0000000000
-10.7745308977, 62.3538371432, 0.0000000000
-10.9578820338, 62.2159826612, 0.0000000000
-10.9578820338, 62.2159826612, 0.0000000000
-11.0943954883, 62.1110849211, 0.0000000000
-11.0943954883, 62.1110849211, 0.0000000000
-11.4077202528, 61.8630207148, 0.0000000000
-11.4077202528, 61.8630207148, 0.0000000000
-11.5798965768, 61.7223634630, 0.0000000000
-11.5798965768, 61.7223634630, 0.0000000000
-11.8868305939, 61.4639455640, 0.0000000000
-11.8868305939, 61.4639455640, 0.0000000000
-12.0508145221, 61.3218357621, 0.0000000000
-12.0508145221, 61.3218357621, 0.0000000000
-12.1913320459, 61.1978094371, 0.0000000000
-12.1913320459, 61.1978094371, 0.0000000000
-12.4897394993, 60.9274899042, 0.0000000000
-12.4897394993, 60.9274899042, 0.0000000000
-12.6437435315, 60.7842716757, 0.0000000000
-12.6437435315, 60.7842716757, 0.0000000000
-12.9355648957, 60.5059033173, 0.0000000000
-12.9355648957, 60.5059033173, 0.0000000000
-13.2230349365, 60.2226640336, 0.0000000000
-13.2230349365, 60.2226640336, 0.0000000000
-13.5061506744, 59.9348614133, 0.0000000000
-13.5061506744, 59.9348614133, 0.0000000000
-13.6441668145, 59.7913419609, 0.0000000000
-13.6441668145, 59.7913419609, 0.0000000000
